# fnm 	 exptime
c4d_211117_023715_ori	15.0
c4d_211117_023757_ori	15.0
c4d_211117_023840_ori	15.0
c4d_211117_023922_ori	30.0
c4d_211117_024022_ori	30.0
c4d_211117_050301_ori	15.0
c4d_211117_050344_ori	15.0
c4d_211117_050426_ori	15.0
c4d_211117_050509_ori	15.0
c4d_211117_050552_ori	15.0
c4d_211117_050635_ori	15.0
c4d_211117_050717_ori	15.0
c4d_211117_050800_ori	15.0
c4d_211117_051206_ori	30.0
c4d_211117_051306_ori	30.0
c4d_211117_051406_ori	15.0
c4d_211117_051448_ori	15.0
c4d_211117_051531_ori	15.0
c4d_211117_051614_ori	15.0
c4d_211117_051656_ori	30.0
c4d_211117_051755_ori	60.0
c4d_211117_052035_ori	15.0
c4d_211117_052117_ori	15.0
c4d_211117_052200_ori	60.0
c4d_211117_052328_ori	60.0
c4d_211117_052455_ori	60.0
c4d_211117_052711_ori	30.0
c4d_211117_052812_ori	30.0
c4d_211117_052911_ori	60.0
c4d_211117_053040_ori	60.0
c4d_211117_053210_ori	60.0
c4d_211117_053911_ori	15.0
c4d_211117_053953_ori	15.0
c4d_211117_054036_ori	15.0
c4d_211117_054119_ori	15.0
c4d_211117_054201_ori	15.0
c4d_211117_054242_ori	15.0
c4d_211117_054325_ori	15.0
c4d_211117_054408_ori	15.0
c4d_211117_054507_ori	15.0
c4d_211117_054550_ori	15.0
c4d_211117_054634_ori	15.0
c4d_211117_054716_ori	15.0
c4d_211117_054800_ori	15.0
c4d_211117_054842_ori	15.0
c4d_211117_054924_ori	15.0
c4d_211117_055006_ori	15.0
c4d_211117_062729_ori	15.0
c4d_211117_062811_ori	15.0
c4d_211117_062853_ori	15.0
c4d_211117_062939_ori	15.0
c4d_211117_063036_ori	15.0
c4d_211117_063118_ori	15.0
c4d_211117_063202_ori	15.0
c4d_211117_063244_ori	15.0
c4d_211117_063341_ori	60.0
c4d_211117_063510_ori	60.0
c4d_211117_063639_ori	60.0
c4d_211117_063809_ori	60.0
c4d_211117_064015_ori	30.0
c4d_211117_064115_ori	30.0
c4d_211117_064214_ori	30.0
c4d_211117_064312_ori	30.0
c4d_211117_070717_ori	15.0
c4d_211117_070801_ori	15.0
c4d_211117_070845_ori	15.0
c4d_211117_070928_ori	15.0
c4d_211117_071011_ori	15.0
c4d_211117_071053_ori	15.0
c4d_211117_071135_ori	15.0
c4d_211117_071218_ori	15.0
c4d_211117_071326_ori	15.0
c4d_211117_071408_ori	15.0
c4d_211117_071452_ori	15.0
c4d_211117_071533_ori	15.0
c4d_211117_071616_ori	15.0
c4d_211117_071658_ori	15.0
c4d_211117_071742_ori	15.0
c4d_211117_071826_ori	15.0
c4d_211117_071933_ori	15.0
c4d_211117_072016_ori	15.0
c4d_211117_072058_ori	15.0
c4d_211117_072142_ori	15.0
c4d_211117_072225_ori	15.0
c4d_211117_072308_ori	15.0
c4d_211117_072351_ori	15.0
c4d_211117_072434_ori	15.0
c4d_211117_072531_ori	15.0
c4d_211117_072613_ori	15.0
c4d_211117_072656_ori	15.0
c4d_211117_072739_ori	15.0
c4d_211117_072821_ori	15.0
c4d_211117_072904_ori	15.0
c4d_211117_072947_ori	15.0
c4d_211117_073030_ori	15.0
c4d_211117_073137_ori	15.0
c4d_211117_073220_ori	15.0
c4d_211117_073302_ori	15.0
c4d_211117_073346_ori	15.0
c4d_211117_073428_ori	15.0
c4d_211117_073511_ori	15.0
c4d_211117_073554_ori	15.0
c4d_211117_073636_ori	15.0
c4d_211117_073752_ori	15.0
c4d_211117_073836_ori	15.0
c4d_211117_073918_ori	15.0
c4d_211117_074000_ori	15.0
c4d_211117_074043_ori	15.0
c4d_211117_074125_ori	15.0
c4d_211117_074208_ori	15.0
c4d_211117_074250_ori	15.0
c4d_211117_074357_ori	15.0
c4d_211117_074439_ori	15.0
c4d_211117_074521_ori	15.0
c4d_211117_074604_ori	15.0
c4d_211117_074648_ori	15.0
c4d_211117_074732_ori	15.0
c4d_211117_074814_ori	15.0
c4d_211117_074857_ori	15.0
c4d_211117_075016_ori	15.0
c4d_211117_075059_ori	15.0
c4d_211117_075143_ori	15.0
c4d_211117_075225_ori	15.0
c4d_211117_075308_ori	15.0
c4d_211117_075351_ori	15.0
c4d_211117_075433_ori	15.0
c4d_211117_075516_ori	15.0
c4d_211117_075742_ori	15.0
c4d_211117_075824_ori	15.0
c4d_211117_075906_ori	15.0
c4d_211117_075948_ori	15.0
c4d_211117_080032_ori	15.0
c4d_211117_080114_ori	15.0
c4d_211117_080157_ori	15.0
c4d_211117_080241_ori	15.0
c4d_211117_080338_ori	15.0
c4d_211117_080420_ori	15.0
c4d_211117_080503_ori	15.0
c4d_211117_080546_ori	15.0
c4d_211117_080628_ori	15.0
c4d_211117_080712_ori	15.0
c4d_211117_080755_ori	15.0
c4d_211117_080837_ori	15.0
c4d_211117_082843_ori	60.0
c4d_211117_083012_ori	60.0
c4d_211117_083142_ori	60.0
c4d_211117_083311_ori	60.0
c4d_211117_083441_ori	60.0
c4d_211117_083610_ori	60.0
c4d_211117_083742_ori	60.0
c4d_211117_083910_ori	60.0
c4d_211117_082118_ori	15.0
c4d_211117_082201_ori	15.0
c4d_211117_082243_ori	30.0
c4d_211117_082342_ori	30.0
c4d_211117_082442_ori	30.0
c4d_211117_084040_ori	60.0
c4d_211117_084209_ori	60.0
c4d_211117_084338_ori	60.0
c4d_211117_084604_pri	15.0
c4d_211117_084647_pri	15.0
c4d_211117_084730_pri	15.0
c4d_211117_084812_pri	15.0
c4d_211119_043004_ori	60.0
c4d_211119_043133_ori	86.0
c4d_211119_043326_ori	130.0
c4d_211119_043605_ori	60.0
c4d_211119_043733_ori	86.0
c4d_211119_043927_ori	130.0
c4d_211119_044207_ori	60.0
c4d_211119_044336_ori	86.0
c4d_211119_044530_ori	130.0
c4d_211119_044809_ori	60.0
c4d_211119_044938_ori	86.0
c4d_211119_045133_ori	130.0
c4d_211119_045413_ori	60.0
c4d_211119_045543_ori	86.0
c4d_211119_045737_ori	130.0
c4d_211119_050116_ori	50.0
c4d_211119_050241_ori	50.0
c4d_211119_050401_ori	50.0
c4d_211119_050521_ori	50.0
c4d_211119_050645_ori	50.0
c4d_211119_053604_ori	50.0
c4d_211119_053722_ori	50.0
c4d_211119_053841_ori	50.0
c4d_211119_054057_ori	50.0
c4d_211119_054216_ori	50.0
c4d_211119_054336_ori	50.0
c4d_211119_054459_ori	50.0
c4d_211119_054619_ori	50.0
c4d_211119_054738_ori	50.0
c4d_211119_054857_ori	50.0
c4d_211119_055015_ori	50.0
c4d_211119_055145_ori	50.0
c4d_211119_055304_ori	50.0
c4d_211119_055425_ori	50.0
c4d_211119_055545_ori	50.0
c4d_211119_061615_ori	50.0
c4d_211119_061735_ori	50.0
c4d_211119_061930_ori	50.0
c4d_211119_062049_ori	50.0
c4d_211119_062311_ori	50.0
c4d_211119_062430_ori	50.0
c4d_211119_062610_ori	50.0
c4d_211119_062730_ori	50.0
c4d_211119_075855_ori	50.0
c4d_211119_080015_ori	50.0
c4d_211119_080137_ori	50.0
c4d_211119_080258_ori	50.0
c4d_211119_080418_ori	50.0
c4d_211119_080538_ori	50.0
c4d_211119_080658_ori	50.0
c4d_211119_080819_ori	50.0
c4d_211119_080939_ori	50.0
c4d_211119_081058_ori	50.0
c4d_211119_081225_ori	50.0
c4d_211119_081344_ori	50.0
c4d_211119_050831_ori	15.0
c4d_211119_050914_ori	15.0
c4d_211119_050957_ori	15.0
c4d_211119_051040_ori	15.0
c4d_211119_074232_ori	15.0
c4d_211119_074315_ori	15.0
c4d_211119_074358_ori	15.0
c4d_211119_074440_ori	15.0
c4d_211119_075309_ori	15.0
c4d_211119_075351_ori	15.0
c4d_211119_075434_ori	15.0
c4d_211119_075516_ori	15.0
c4d_211119_081552_ori	15.0
c4d_211119_081635_ori	15.0
c4d_211119_081716_ori	15.0
c4d_211119_081759_ori	15.0
c4d_211122_043637_ori	60.0
c4d_211122_043802_ori	86.0
c4d_211122_044038_ori	130.0
c4d_211122_044427_ori	60.0
c4d_211122_044551_ori	86.0
c4d_211122_044743_ori	130.0
c4d_211122_045018_ori	60.0
c4d_211122_045144_ori	86.0
c4d_211122_045335_ori	130.0
c4d_211122_045611_ori	60.0
c4d_211122_045738_ori	86.0
c4d_211122_045931_ori	130.0
c4d_211122_050208_ori	60.0
c4d_211122_050333_ori	86.0
c4d_211122_050524_ori	130.0
c4d_211122_051154_ori	50.0
c4d_211122_051547_ori	50.0
c4d_211122_051708_ori	50.0
c4d_211122_051829_ori	50.0
c4d_211122_051953_ori	50.0
c4d_211122_061540_ori	50.0
c4d_211122_061656_ori	50.0
c4d_211122_061812_ori	50.0
c4d_211122_062149_ori	50.0
c4d_211122_062307_ori	50.0
c4d_211122_062426_ori	50.0
c4d_211122_062541_ori	50.0
c4d_211122_062701_ori	50.0
c4d_211122_062816_ori	50.0
c4d_211122_062936_ori	50.0
c4d_211122_063052_ori	50.0
c4d_211122_063229_ori	50.0
c4d_211122_063345_ori	50.0
c4d_211122_063505_ori	50.0
c4d_211122_063621_ori	50.0
c4d_211122_064216_ori	50.0
c4d_211122_064331_ori	50.0
c4d_211122_064508_ori	50.0
c4d_211122_064710_ori	50.0
c4d_211122_064907_ori	50.0
c4d_211122_065023_ori	50.0
c4d_211122_065143_ori	50.0
c4d_211122_065259_ori	50.0
c4d_211122_080357_ori	50.0
c4d_211122_080513_ori	50.0
c4d_211122_080633_ori	50.0
c4d_211122_080849_ori	50.0
c4d_211122_081010_ori	50.0
c4d_211122_081126_ori	50.0
c4d_211122_081246_ori	50.0
c4d_211122_081401_ori	50.0
c4d_211122_081521_ori	50.0
c4d_211122_081637_ori	50.0
c4d_211122_081800_ori	50.0
c4d_211122_081916_ori	50.0
c4d_211122_043325_ori	15.0
c4d_211122_043406_ori	15.0
c4d_211122_043446_ori	15.0
c4d_211122_050843_ori	15.0
c4d_211122_050922_ori	15.0
c4d_211122_051002_ori	15.0
c4d_211122_052137_ori	15.0
c4d_211122_052217_ori	15.0
c4d_211122_052326_ori	15.0
c4d_211122_052405_ori	15.0
c4d_211122_062001_ori	15.0
c4d_211122_062041_ori	15.0
c4d_211122_075229_ori	15.0
c4d_211122_075308_ori	15.0
c4d_211122_080005_ori	15.0
c4d_211122_080045_ori	15.0
c4d_211122_082127_ori	15.0
c4d_211122_082206_ori	15.0
c4d_211122_082646_ori	15.0
c4d_211122_082727_ori	15.0
c4d_211122_082807_ori	15.0
c4d_211122_082846_ori	15.0
c4d_211122_082926_ori	15.0
c4d_211122_083006_ori	15.0
