# archfnmbase            ra         dec        mjd          filt  airm  object       expt  seqid                     class                type   moonsep moonill medpixval  
c4d_210324_032115_ori    149.220000   1.750000 59297.139766 i      1.20 COSMOS-2     130.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     32.07   0.745       8970 
c4d_210506_002202_ori    149.220000   1.750000 59340.015302 i      1.19 COSMOS-2     130.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL    161.72   0.283          0 
c4d_210602_085845_ori      9.499996 -43.998000 59367.374136 r      1.42 ELAIS-E2      86.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     38.18   0.495       2336 
c4d_210512_003221_ori    149.220000   1.750000 59346.022471 g      1.24 COSMOS-2      60.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     97.29   0.001          0 
c4d_210509_003657_ori    150.000000   3.100000 59343.025660 g      1.24 COSMOS-1      60.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL    131.60   0.069          0 
c4d_210512_084016_ori    270.889996 -29.530000 59346.361303 r      1.04 DECaPS-East   50.0 DECaPSEast-DDF-B          DECaPS               GAL     146.89   0.003          0 
c4d_210527_090606_ori      7.874596 -43.009600 59361.379246 r      1.46 ELAIS-E1      86.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     88.04   0.987          0 
c4d_210415_100419_ori    270.889996 -29.530000 59319.419675 z      1.02 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS               GAL     150.46   0.096          0 
c4d_210524_094739_ori      7.874596 -43.009600 59358.408094 g      1.33 ELAIS-E1      60.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL    123.27   0.936          0 
c4d_210512_015219_ori    150.000000   3.100000 59346.078007 i      1.50 COSMOS-1     130.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     96.83   0.001          0 
c4d_210530_000340_ori    149.220000   1.750000 59364.002558 r      1.34 COSMOS-2      70.0 COSMOS-AGN-1              COSMOS-AGN           EGAL    144.89   0.829          0 
c4d_210429_010256_ori    150.000000   3.100000 59333.043713 g      1.22 COSMOS-1      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     95.47   0.946          0 
c4d_210331_031026_ori    150.780000   1.750000 59304.132256 i      1.21 COSMOS-3     130.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     72.40   0.920          0 
c4d_210415_083708_ori    270.889996 -29.530000 59319.359126 z      1.01 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS               GAL     149.52   0.093          0 
c4d_210412_090751_ori    270.889996 -29.530000 59316.380452 i      1.00 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS               GAL     114.81   0.002          0 
c4d_210427_080816_ori    270.889996 -29.530000 59331.339080 z      1.00 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS               GAL      52.49   0.999       3471 
c4d_210522_064958_ori    270.889996 -29.530000 59356.284709 g      1.00 DECaPS-East   10.0 DECaPSEast-DDF-B          NONE                 None     89.50   0.763          0 
c4d_210319_022455_ori    150.000000   3.100000 59292.100643 i      1.21 COSMOS-1     130.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     90.57   0.271          0 
c4d_210527_061513_ori    270.889996 -29.530000 59361.260568 z      1.00 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS               GAL      14.90   0.990       9325 
c4d_210524_095342_ori      9.499996 -43.998000 59358.412292 g      1.33 ELAIS-E2      60.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL    122.90   0.936          0 
c4d_210522_084334_ori      9.499996 -43.998000 59356.363596 i      1.77 ELAIS-E2     130.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL    139.15   0.770          0 
c4d_210526_234636_ori    150.780000   1.750000 59360.990705 g      1.25 COSMOS-3      10.0 COSMOS-AGN-1              NONE                 None    101.56   0.996          0 
c4d_210518_080956_ori    270.889996 -29.530000 59352.340243 r      1.03 DECaPS-East   50.0 DECaPSEast-DDF-A          DECaPS               GAL     141.45   0.352          0 
c4d_210509_012603_ori    149.220000   1.750000 59343.059767 i      1.34 COSMOS-2     130.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    130.47   0.067          0 
c4d_210524_075809_ori    270.889996 -29.530000 59358.332057 z      1.04 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS               GAL      59.63   0.931       4576 
c4d_210521_235233_ori    150.780000   1.750000 59355.994827 g      1.22 COSMOS-3      10.0 COSMOS-AGN-1              NONE                 None     30.42   0.734          0 
c4d_210514_235408_ori    150.780000   1.750000 59348.995931 r      1.19 COSMOS-3      86.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     64.85   0.090          0 
c4d_210324_093431_ori    270.889996 -29.530000 59297.398976 g      1.03 DECaPS-East   10.0 DECaPSEast-DDF-A          NONE                 None    145.54   0.768          0 
c4d_210418_085647_ori    270.889996 -29.530000 59322.372770 g      1.00 DECaPS-East   96.0 DECaPSEast-DDF-B          DECaPS               GAL     173.24   0.316          0 
c4d_210509_084815_ori    270.889996 -29.530000 59343.366846 g      1.04 DECaPS-East   96.0 DECaPSEast-DDF-B          DECaPS               GAL     111.77   0.053          0 
c4d_210409_012736_ori    150.000000   3.100000 59313.060839 g      1.19 COSMOS-1      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    160.99   0.089          0 
c4d_210406_015628_ori    150.000000   3.100000 59310.080889 r      1.20 COSMOS-1      86.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    153.44   0.326          0 
c4d_210527_061816_ori    270.889996 -29.530000 59361.262687 r      1.00 DECaPS-East   50.0 DECaPSEast-DDF-B          DECaPS               GAL      14.88   0.990       7038 
c4d_210425_030524_ori    149.220000   1.750000 59329.128756 g      1.53 COSMOS-2      60.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     38.51   0.939       3605 
c4d_210427_081156_ori    270.889996 -29.530000 59331.341621 r      1.00 DECaPS-East   50.0 DECaPSEast-DDF-B          DECaPS               GAL      52.46   0.999       4095 
c4d_210418_084842_ori    270.889996 -29.530000 59322.367160 i      1.00 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS               GAL     173.32   0.315          0 
c4d_210601_232545_ori    150.000000   3.100000 59366.976217 g      1.28 COSMOS-1      80.0 COSMOS-AGN-1              COSMOS-AGN           EGAL    165.04   0.535          0 
c4d_210403_003712_ori    150.780000   1.750000 59307.025841 g      1.26 COSMOS-3      60.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL    113.21   0.655          0 
c4d_210602_072719_ori    270.889996 -29.530000 59367.310639 i      1.05 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS               GAL      71.29   0.501          0 
c4d_210331_091126_ori    270.889996 -29.530000 59304.382940 g      1.03 DECaPS-East   96.0 DECaPSEast-DDF-B          DECaPS               GAL      45.11   0.903       4093 
c4d_210322_094133_ori    270.889996 -29.530000 59295.403864 z      1.03 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS               GAL     169.87   0.579          0 
c4d_210522_071047_ori    270.889996 -29.530000 59356.299156 i      1.00 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS               GAL      89.29   0.764          0 
c4d_210515_075044_ori    270.889996 -29.530000 59349.326908 g      1.01 DECaPS-East   96.0 DECaPSEast-DDF-A          DECaPS               GAL     175.45   0.109          0 
c4d_210524_093059_ori      9.499996 -43.998000 59358.396524 r      1.43 ELAIS-E2      86.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL    123.05   0.935          0 
c4d_210604_234521_ori    150.000000   3.100000 59369.989836 r      1.37 COSMOS-1      70.0 COSMOS-AGN-1              COSMOS-AGN           EGAL    134.63   0.248          0 
c4d_210602_094218_ori      7.874596 -43.009600 59367.404381 r      1.24 ELAIS-E1      86.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     36.70   0.491       2370 
c4d_210522_093716_ori      7.874596 -43.009600 59356.400888 r      1.41 ELAIS-E1      86.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL    140.05   0.774          0 
c4d_210522_071611_ori    270.889996 -29.530000 59356.302909 i      1.01 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS               GAL      89.23   0.764          0 
c4d_210418_023645_ori    150.780000   1.750000 59322.108857 r      1.29 COSMOS-3      86.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     60.65   0.292          0 
c4d_210602_072356_ori    270.889996 -29.530000 59367.308296 g      1.05 DECaPS-East   96.0 DECaPSEast-DDF-B          DECaPS               GAL      71.27   0.501          0 
c4d_210515_080028_ori    270.889996 -29.530000 59349.333663 z      1.01 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS               GAL     175.40   0.110          0 
c4d_210506_002006_ori    149.220000   1.750000 59340.013970 r      1.19 COSMOS-2      86.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL    161.73   0.283          0 
c4d_210415_025719_ori    150.780000   1.750000 59319.123143 r      1.31 COSMOS-3      86.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     94.67   0.080          0 
c4d_210503_101843_ori    270.889996 -29.530000 59337.429672 z      1.15 DECaPS-East   30.0 DECaPSEast-DDF-A-TWI      DECaPS               GAL      37.25   0.544       4153 
c4d_210412_000331_ori    149.220000   1.750000 59316.002442 g      1.25 COSMOS-2      60.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL    128.79   0.001          0 
c4d_210509_091451_ori    270.889996 -29.530000 59343.385314 z      1.07 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS               GAL     112.00   0.053          0 
c4d_210509_100223_ori    270.889996 -29.530000 59343.418327 z      1.17 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS               GAL     112.38   0.051          0 
c4d_210521_233009_ori    150.000000   3.100000 59355.979274 g      1.22 COSMOS-1      80.0 COSMOS-AGN-1              COSMOS-AGN           EGAL     30.91   0.732       2671 
c4d_210503_081608_ori    270.889996 -29.530000 59337.344542 g      1.00 DECaPS-East   96.0 DECaPSEast-DDF-A          DECaPS               GAL      36.52   0.553       2702 
c4d_210611_000628_ori    150.780000   1.750000 59376.004499 g      1.52 COSMOS-3      10.0 COSMOS-AGN-1              NONE                 None     67.55   0.003          0 
c4d_210530_085314_ori    270.889996 -29.530000 59364.370301 z      1.20 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS               GAL      31.64   0.796       5010 
c4d_210424_234825_ori    149.220000   1.750000 59328.991960 r      1.20 COSMOS-2      86.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     37.35   0.931       3842 
c4d_210403_004918_ori    149.220000   1.750000 59307.034246 g      1.23 COSMOS-2      60.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL    114.76   0.654          0 
c4d_210601_233643_ori    149.220000   1.750000 59366.983833 g      1.29 COSMOS-2      10.0 COSMOS-AGN-1              NONE                 None    163.48   0.535          0 
c4d_210427_025517_ori    150.780000   1.750000 59331.121732 r      1.48 COSMOS-3      86.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     65.54   0.999          0 
c4d_210506_015603_ori    149.220000   1.750000 59340.080601 g      1.40 COSMOS-2      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    160.95   0.277          0 
c4d_210607_232008_ori    149.220000   1.750000 59372.972325 r      1.31 COSMOS-2      70.0 COSMOS-AGN-1              COSMOS-AGN           EGAL    100.66   0.055          0 
c4d_210530_000657_ori    149.220000   1.750000 59364.004831 i      1.35 COSMOS-2      90.0 COSMOS-AGN-1              COSMOS-AGN           EGAL    144.92   0.829          0 
c4d_210515_024635_ori    150.000000   3.100000 59349.115684 r      2.04 COSMOS-1      86.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     62.08   0.097          0 
c4d_210427_000339_ori    149.220000   1.750000 59331.002542 r      1.18 COSMOS-2      86.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     65.73   0.999          0 
c4d_210524_091649_ori      9.499996 -43.998000 59358.386687 g      1.50 ELAIS-E2      60.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL    123.15   0.935          0 
c4d_210421_010512_ori    150.000000   3.100000 59325.045281 i      1.20 COSMOS-1     130.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     25.57   0.578       5047 
c4d_210512_031454_ori    149.220000   1.750000 59346.135350 i      2.27 COSMOS-2     130.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     95.64   0.001          0 
c4d_210415_101411_ori    270.889996 -29.530000 59319.426520 z      1.03 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS               GAL     150.56   0.097          0 
c4d_210530_001826_ori    150.780000   1.750000 59364.012801 i      1.37 COSMOS-3      90.0 COSMOS-AGN-1              COSMOS-AGN           EGAL    143.85   0.828          0 
c4d_210429_082735_ori    270.889996 -29.530000 59333.352497 i      1.00 DECaPS-East   30.0 DECaPSEast-DDF-A-MOON     DECaPS               GAL      21.86   0.928       3541 
c4d_210328_015315_ori    150.780000   1.750000 59301.078652 i      1.19 COSMOS-3      30.0 COSMOS-DDF-SEQ-A          COSMOS-MOON          EGAL     29.70   0.991       3342 
c4d_210509_003224_ori    150.780000   1.750000 59343.022504 r      1.21 COSMOS-3      86.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL    132.59   0.069          0 
c4d_210429_024526_ori    150.780000   1.750000 59333.114891 i      1.47 COSMOS-3     130.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     95.18   0.942          0 
c4d_210428_234651_ori    150.780000   1.750000 59332.990868 r      1.19 COSMOS-3      86.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     93.48   0.949          0 
c4d_210506_090218_ori    270.889996 -29.530000 59340.376599 r      1.04 DECaPS-East   50.0 DECaPSEast-DDF-B          DECaPS               GAL      75.53   0.251          0 
c4d_210412_090425_ori    270.889996 -29.530000 59316.378075 g      1.00 DECaPS-East   96.0 DECaPSEast-DDF-B          DECaPS               GAL     114.78   0.002          0 
c4d_210506_004011_ori    149.220000   1.750000 59340.027906 i      1.21 COSMOS-2     130.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL    161.57   0.282          0 
c4d_210403_025401_ori    149.220000   1.750000 59307.120845 i      1.22 COSMOS-2     130.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL    116.11   0.645          0 
c4d_210530_071159_ori    270.889996 -29.530000 59364.299995 z      1.02 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS               GAL      31.01   0.803       8184 
c4d_210602_092805_ori      7.874596 -43.009600 59367.394512 g      1.28 ELAIS-E1      60.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL     36.69   0.492       2048 
c4d_210322_093354_ori    270.889996 -29.530000 59295.398545 r      1.04 DECaPS-East   50.0 DECaPSEast-DDF-B          DECaPS               GAL     169.95   0.578          0 
c4d_210322_093916_ori    270.889996 -29.530000 59295.402278 r      1.04 DECaPS-East   50.0 DECaPSEast-DDF-B          DECaPS               GAL     169.89   0.579          0 
c4d_210331_091026_ori    270.889996 -29.530000 59304.382254 z      1.03 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS               GAL      45.12   0.903       3051 
c4d_210428_233918_ori    149.220000   1.750000 59332.985635 g      1.19 COSMOS-2      60.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     94.87   0.949          0 
c4d_210331_092009_ori    270.889996 -29.530000 59304.389003 i      1.02 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS               GAL      45.05   0.902       2893 
c4d_210522_063819_ori    270.889996 -29.530000 59356.276615 z      1.00 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS               GAL      89.61   0.762          0 
c4d_210601_235250_ori    150.780000   1.750000 59366.995025 r      1.32 COSMOS-3      70.0 COSMOS-AGN-1              COSMOS-AGN           EGAL    164.48   0.534          0 
c4d_210518_070906_ori    270.889996 -29.530000 59352.297997 r      1.00 DECaPS-East   50.0 DECaPSEast-DDF-A          DECaPS               GAL     142.15   0.348          0 
c4d_210518_075006_ori    270.889996 -29.530000 59352.326462 z      1.02 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS               GAL     141.68   0.350          0 
c4d_210322_092842_ori    270.889996 -29.530000 59295.394940 z      1.05 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS               GAL     170.00   0.578          0 
c4d_210610_234328_ori    150.000000   3.100000 59375.988529 g      1.45 COSMOS-1      10.0 COSMOS-AGN-1              NONE                 None     66.45   0.003          0 
c4d_210427_013056_ori    149.220000   1.750000 59331.063150 i      1.23 COSMOS-2     130.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     66.45   0.999          0 
c4d_210509_091549_ori    270.889996 -29.530000 59343.385991 g      1.07 DECaPS-East   96.0 DECaPSEast-DDF-A          DECaPS               GAL     112.01   0.053          0 
c4d_210530_090953_ori    270.889996 -29.530000 59364.381873 z      1.26 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS               GAL      31.74   0.795       4342 
c4d_210521_235650_ori    150.780000   1.750000 59355.997805 r      1.23 COSMOS-3      70.0 COSMOS-AGN-1              COSMOS-AGN           EGAL     30.44   0.734       2733 
c4d_210527_061010_ori    270.889996 -29.530000 59361.257066 g      1.00 DECaPS-East   10.0 DECaPSEast-DDF-B          NONE                 None     14.93   0.991          0 
c4d_210324_083832_ori    270.889996 -29.530000 59297.360103 z      1.12 DECaPS-East   30.0 DECaPSEast-DDF            DECaPS               GAL     146.15   0.764          0 
c4d_210512_082649_ori    270.889996 -29.530000 59346.351965 g      1.03 DECaPS-East   96.0 DECaPSEast-DDF-A          DECaPS               GAL     146.75   0.003          0 
c4d_210602_074355_ori    270.889996 -29.530000 59367.322174 i      1.07 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS               GAL      71.40   0.500          0 
c4d_210418_013652_ori    150.000000   3.100000 59322.067270 r      1.21 COSMOS-1      86.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     59.76   0.289       2045 
c4d_210602_073316_ori    270.889996 -29.530000 59367.314773 i      1.06 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS               GAL      71.33   0.501          0 
c4d_210526_233113_ori    150.000000   3.100000 59360.980021 i      1.25 COSMOS-1      90.0 COSMOS-AGN-1              COSMOS-AGN           EGAL    102.64   0.996          0 
c4d_210322_002825_ori    149.220000   1.750000 59295.019741 i      1.42 COSMOS-2     130.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     56.36   0.541       3721 
c4d_210524_075343_ori    270.889996 -29.530000 59358.328981 g      1.04 DECaPS-East   96.0 DECaPSEast-DDF-A          DECaPS               GAL      59.67   0.931       3489 
c4d_210515_081248_ori    270.889996 -29.530000 59349.342229 g      1.02 DECaPS-East   96.0 DECaPSEast-DDF-B          DECaPS               GAL     175.34   0.110          0 
c4d_210331_022441_ori    150.000000   3.100000 59304.100482 g      1.20 COSMOS-1      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     73.10   0.922          0 
c4d_210429_010425_ori    150.000000   3.100000 59333.044742 r      1.22 COSMOS-1      86.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     95.48   0.946          0 
c4d_210418_090107_ori    270.889996 -29.530000 59322.375786 z      1.00 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS               GAL     173.20   0.316          0 
c4d_210324_032524_ori    150.780000   1.750000 59297.142640 r      1.20 COSMOS-3      86.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     33.15   0.745       3277 
c4d_210427_082235_ori    270.889996 -29.530000 59331.349020 r      1.00 DECaPS-East   50.0 DECaPSEast-DDF-B          DECaPS               GAL      52.37   0.999       4089 
c4d_210509_084540_ori    270.889996 -29.530000 59343.365047 i      1.03 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS               GAL     111.75   0.053          0 
c4d_210328_013530_ori    150.000000   3.100000 59301.066321 g      1.22 COSMOS-1      10.0 COSMOS-DDF-SEQ-A          NONE                 None     30.17   0.991          0 
c4d_210530_071539_ori    270.889996 -29.530000 59364.302541 r      1.03 DECaPS-East   50.0 DECaPSEast-DDF-B          DECaPS               GAL      31.03   0.803       9612 
c4d_210518_080654_ori    270.889996 -29.530000 59352.338126 z      1.03 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS               GAL     141.48   0.351          0 
c4d_210602_072916_ori    270.889996 -29.530000 59367.311994 g      1.05 DECaPS-East   10.0 DECaPSEast-DDF-A          NONE                 None     71.31   0.501          0 
c4d_210527_090800_ori      7.874596 -43.009600 59361.380560 i      1.45 ELAIS-E1     130.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     88.03   0.987          0 
c4d_210424_235430_ori    150.780000   1.750000 59328.996192 r      1.20 COSMOS-3      86.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     35.84   0.931       3892 
c4d_210527_055829_ori    270.889996 -29.530000 59361.248948 z      1.01 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS               GAL      15.01   0.991       9756 
c4d_210415_025311_ori    149.220000   1.750000 59319.120271 i      1.31 COSMOS-2     130.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     93.23   0.080          0 
c4d_210518_003036_ori    150.780000   1.750000 59352.021254 g      1.27 COSMOS-3      80.0 COSMOS-AGN-1              COSMOS-AGN           EGAL     30.58   0.321       2108 
c4d_210515_082139_ori    270.889996 -29.530000 59349.348373 i      1.03 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS               GAL     175.30   0.110          0 
c4d_210425_011115_ori    149.220000   1.750000 59329.049480 r      1.20 COSMOS-2      86.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     37.87   0.934       3794 
c4d_210502_233559_ori    149.220000   1.750000 59336.983329 g      1.18 COSMOS-2      60.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL    148.77   0.592          0 
c4d_210526_232338_ori    150.000000   3.100000 59360.974752 g      1.23 COSMOS-1      10.0 COSMOS-AGN-1              NONE                 None    102.56   0.996          0 
c4d_210610_235059_ori    150.000000   3.100000 59375.993747 i      1.49 COSMOS-1      90.0 COSMOS-AGN-1              COSMOS-AGN           EGAL     66.39   0.003          0 
c4d_210524_080230_ori    270.889996 -29.530000 59358.335074 i      1.05 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS               GAL      59.59   0.932       4203 
c4d_210425_011549_ori    150.780000   1.750000 59329.052660 g      1.20 COSMOS-3      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     36.34   0.934       3154 
c4d_210601_232922_ori    150.000000   3.100000 59366.978736 r      1.29 COSMOS-1      70.0 COSMOS-AGN-1              COSMOS-AGN           EGAL    165.02   0.535          0 
c4d_210512_081529_ori    270.889996 -29.530000 59346.344087 g      1.02 DECaPS-East   10.0 DECaPSEast-DDF-A          NONE                 None    146.63   0.003          0 
c4d_210418_090009_ori    270.889996 -29.530000 59322.375112 i      1.00 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS               GAL     173.21   0.316          0 
c4d_210415_023907_ori    150.780000   1.750000 59319.110506 r      1.26 COSMOS-3      86.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     94.84   0.080          0 
c4d_210526_235050_ori    150.780000   1.750000 59360.993635 r      1.26 COSMOS-3      70.0 COSMOS-AGN-1              COSMOS-AGN           EGAL    101.60   0.996          0 
c4d_210324_085219_ori    270.889996 -29.530000 59297.369668 r      1.09 DECaPS-East   50.0 DECaPSEast-DDF            DECaPS               GAL     146.00   0.765          0 
c4d_210418_030252_ori    150.000000   3.100000 59322.126993 i      1.40 COSMOS-1     130.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     59.11   0.294       2780 
c4d_210403_005649_ori    150.780000   1.750000 59307.039460 r      1.23 COSMOS-3      86.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL    113.44   0.654          0 
c4d_210406_020103_ori    149.220000   1.750000 59310.084072 g      1.18 COSMOS-2      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    153.00   0.325          0 
c4d_210509_092712_ori    270.889996 -29.530000 59343.393896 g      1.09 DECaPS-East   96.0 DECaPSEast-DDF-B          DECaPS               GAL     112.10   0.052          0 
c4d_210425_001402_ori    150.780000   1.750000 59329.009750 r      1.18 COSMOS-3      86.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     35.96   0.932       3865 
c4d_210506_024205_ori    150.780000   1.750000 59340.112562 g      1.61 COSMOS-3      10.0 COSMOS-DDF-SEQ-B          NONE                 None    161.91   0.274          0 
c4d_210503_025046_ori    150.000000   3.100000 59337.118594 r      1.64 COSMOS-1      86.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL    151.03   0.577          0 
c4d_210328_014653_ori    149.220000   1.750000 59301.074232 i      1.19 COSMOS-2      30.0 COSMOS-DDF-SEQ-A          COSMOS-MOON          EGAL     31.20   0.991       3256 
c4d_210527_064023_ori    270.889996 -29.530000 59361.278049 r      1.00 DECaPS-East   50.0 DECaPSEast-DDF-B          DECaPS               GAL      14.73   0.990       5982 
c4d_210503_082333_ori    270.889996 -29.530000 59337.349690 r      1.00 DECaPS-East   50.0 DECaPSEast-DDF-A          DECaPS               GAL      36.57   0.552       2743 
c4d_210527_104154_ori      9.499996 -43.998000 59361.445772 z      1.16 ELAIS-E2      60.0 ELAIS-DDF-SEQ-A           NONE                 None     87.93   0.985          0 
c4d_210406_091251_ori    270.889996 -29.530000 59310.383928 z      1.01 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS               GAL      40.56   0.296       2998 
c4d_210412_074231_ori    270.889996 -29.530000 59316.321199 r      1.08 DECaPS-East   50.0 DECaPSEast-DDF-A          DECaPS               GAL     113.94   0.001          0 
c4d_210602_091600_ori      7.874596 -43.009600 59367.386112 g      1.32 ELAIS-E1      60.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL     36.68   0.493       2047 
c4d_210324_090521_ori    270.889996 -29.530000 59297.378722 z      1.07 DECaPS-East   30.0 DECaPSEast-DDF            DECaPS               GAL     145.86   0.766          0 
c4d_210524_000455_ori    150.000000   3.100000 59358.003423 g      1.29 COSMOS-1      80.0 COSMOS-AGN-1              COSMOS-AGN           EGAL     58.47   0.910       3155 
c4d_210524_002014_ori    149.220000   1.750000 59358.014054 r      1.32 COSMOS-2      70.0 COSMOS-AGN-1              COSMOS-AGN           EGAL     59.11   0.910       2930 
c4d_210415_024707_ori    150.000000   3.100000 59319.116054 i      1.31 COSMOS-1     130.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     93.59   0.080          0 
c4d_210602_094413_ori      7.874596 -43.009600 59367.405711 i      1.23 ELAIS-E1     130.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     36.70   0.491       4991 
c4d_210429_084748_ori    270.889996 -29.530000 59333.366530 i      1.01 DECaPS-East   30.0 DECaPSEast-DDF-B-MOON     DECaPS               GAL      21.72   0.927       5353 
c4d_210328_072910_ori    270.889996 -29.530000 59301.311932 z      1.27 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS               GAL      91.08   0.995          0 
c4d_210415_084923_ori    270.889996 -29.530000 59319.367634 g      1.00 DECaPS-East   96.0 DECaPSEast-DDF-B          DECaPS               GAL     149.65   0.093          0 
c4d_210503_083610_ori    270.889996 -29.530000 59337.358453 i      1.01 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS               GAL      36.64   0.551       2694 
c4d_210412_090850_ori    270.889996 -29.530000 59316.381135 z      1.00 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS               GAL     114.82   0.002          0 
c4d_210429_005414_ori    149.220000   1.750000 59333.037668 i      1.20 COSMOS-2     130.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     95.65   0.946          0 
